0010010101000110
0010100000100100
0010100010100011
0011000110001000
0011100010011111
0011111011101111
0101001101010101
0101010110010100
0101100010001101
0101101111010011
0101110101100100
0101111000110001
0110001010011000
0111001001001010
0111011111101101
0111100001010110
1000000100001000
1000010001101001
1000011001101101
1001101110011100
1010011010101111
1010011100001110
1011010111011111
1011011101101100
1100000101100001
1100001010101000
1100010101001110
1101000110000111
1101010011111010
1101111000000101
1110100100101101
1110101111010101
